Column1,name,W_L_pct,W_L_pct/games,team,position,game_%,games,AB,R,H,doubles,triples,HR,RBI,walks,strike_outs,stolen_bases,caught_stealing_base,AVG,OBP,SLG,OPS
834," Garcia, J",0.391,0.0676,MIA,P,0.173,28,9,0,0,0,0,0,0,1,7,0,0,0,0.1,0,0.1
842," Graves, B",0.391,0.0459,MIA,P,0.117,19,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
850," Hernandez, E",0.391,0.0772,MIA,P,0.198,32,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0
897," Meyer, B",0.391,0.0314,MIA,P,0.080,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936," Rucinski, D",0.391,0.0748,MIA,P,0.191,31,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1042," Conley, A",0.391,0.1159,MIA,P,0.296,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084," Guerra, J",0.391,0.0724,MIA,P,0.185,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085," Guerrero, T",0.391,0.1376,MIA,P,0.352,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116," Kinley, T",0.391,0.0217,MIA,P,0.056,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162," O'Grady, C",0.391,0.0169,MIA,P,0.043,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228," Steckenrider, D",0.391,0.1569,MIA,P,0.401,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262," Wittgren, N",0.391,0.0772,MIA,P,0.198,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8," Jennings, D",0.589,0.2363,MIL,P,0.401,65,3,1,2,1,0,0,0,0,1,0,0,0.667,0.667,1,1.667
15," Hader, J",0.589,0.1891,MIL,P,0.321,52,2,1,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1
44," Yelich, C",0.589,0.5345,MIL,LF,0.907,147,574,118,187,34,7,36,110,68,135,22,4,0.326,0.402,0.598,1
56," Cain, L",0.589,0.5126,MIL,CF,0.870,141,539,90,166,25,2,10,38,71,94,30,7,0.308,0.395,0.417,0.813
150," Aguilar, J",0.589,0.5417,MIL,1B,0.920,149,492,80,135,25,0,35,108,58,143,0,0,0.274,0.352,0.539,0.89
191," Santana, D",0.589,0.3090,MIL,RF,0.525,85,211,21,56,14,1,5,20,20,77,1,1,0.265,0.328,0.412,0.74
257," Braun, R",0.589,0.4545,MIL,LF,0.772,125,405,59,103,25,1,20,64,34,85,11,5,0.254,0.313,0.469,0.782
269," Perez, H",0.589,0.4799,MIL,2B,0.815,132,316,36,80,11,2,9,29,17,71,11,3,0.253,0.29,0.386,0.676
278," Pina, M",0.589,0.3563,MIL,C,0.605,98,306,39,77,13,2,9,28,21,62,2,0,0.252,0.307,0.395,0.702
279," Moustakas, M",0.589,0.5526,MIL,3B,0.938,152,573,66,144,33,1,28,95,49,103,4,1,0.251,0.315,0.459,0.774
299," Williams, T",0.589,0.1891,MIL,P,0.321,52,4,0,1,0,0,0,0,0,3,0,0,0.25,0.25,0.25,0.5
300," Woodruff, B",0.589,0.0691,MIL,P,0.117,19,8,2,2,0,0,1,1,1,1,0,0,0.25,0.333,0.625,0.958
312," Miller, B",0.589,0.2727,MIL,2B,0.463,75,230,21,57,13,2,7,29,22,82,0,0,0.248,0.311,0.413,0.724
323," Saladino, T",0.589,0.2109,MIL,SS,0.358,58,126,13,31,4,0,5,16,9,41,2,2,0.246,0.299,0.397,0.696
344," Granderson, C",0.589,0.4472,MIL,LF,0.759,123,343,60,83,22,2,13,38,54,106,2,1,0.242,0.351,0.431,0.782
349," Shaw, T",0.589,0.5526,MIL,3B,0.938,152,498,73,120,23,0,32,86,78,108,5,2,0.241,0.345,0.48,0.825
373," Kratz, E",0.589,0.2436,MIL,C,0.414,67,203,18,48,6,0,6,23,6,40,1,0,0.236,0.28,0.355,0.634
379," Arcia, O",0.589,0.4327,MIL,SS,0.735,119,348,32,82,16,0,3,30,15,87,7,4,0.236,0.268,0.307,0.576
402," Schoop, J",0.589,0.4763,MIL,2B,0.809,131,473,61,110,22,1,21,61,19,115,1,1,0.233,0.266,0.416,0.682
469," Thames, E",0.589,0.3490,MIL,1B,0.593,96,247,41,54,10,3,16,37,29,97,7,0,0.219,0.306,0.478,0.783
539," Nottingham, J",0.589,0.0327,MIL,C,0.056,9,20,2,4,1,0,0,0,4,8,0,0,0.2,0.333,0.25,0.583
562," Suter, B",0.589,0.0691,MIL,P,0.117,19,26,4,5,1,0,1,3,4,6,0,0,0.192,0.323,0.346,0.669
569," Bandy, J",0.589,0.0873,MIL,C,0.148,24,64,5,12,2,0,1,1,3,23,0,0,0.188,0.268,0.266,0.533
579," Miley, W",0.589,0.0582,MIL,P,0.099,16,27,1,5,0,0,0,0,1,11,0,0,0.185,0.214,0.185,0.399
591," Broxton, K",0.589,0.1854,MIL,CF,0.315,51,78,15,14,2,2,4,11,11,28,5,1,0.179,0.281,0.41,0.691
644," Chacin, J",0.589,0.1236,MIL,P,0.210,34,56,2,9,1,0,0,1,3,17,0,0,0.161,0.203,0.179,0.382
673," Sogard, E",0.589,0.2000,MIL,2B,0.340,55,97,7,13,3,0,0,2,12,23,3,0,0.134,0.241,0.165,0.406
696," Guerra, J",0.589,0.1054,MIL,P,0.179,29,35,2,4,3,0,0,0,0,13,0,0,0.114,0.114,0.2,0.314
716," Orf, N",0.589,0.0545,MIL,2B,0.093,15,21,4,2,0,0,1,1,3,8,1,0,0.095,0.24,0.238,0.478
731," Anderson, C",0.589,0.1018,MIL,P,0.173,28,45,1,4,0,0,0,2,0,23,0,0,0.089,0.089,0.089,0.178
738," Gonzalez, G",0.589,0.1054,MIL,P,0.179,29,51,3,4,1,0,0,1,1,31,0,0,0.078,0.096,0.098,0.194
744," Davies, Z",0.589,0.0436,MIL,P,0.074,12,15,0,1,0,0,0,0,0,8,0,0,0.067,0.067,0.067,0.133
766," Peralta, F",0.589,0.0545,MIL,P,0.093,15,26,0,1,0,0,0,1,0,13,0,0,0.038,0.038,0.038,0.077
826," Franklin, N",0.589,0.0036,MIL,2B,0.006,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883," Lyles, J",0.589,0.1309,MIL,P,0.222,36,15,3,0,0,0,0,1,3,8,0,0,0,0.167,0,0.167
963," Thompson, J",0.589,0.0327,MIL,P,0.056,9,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
974," Wilkerson, A",0.589,0.0109,MIL,P,0.019,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
988," Albers, M",0.589,0.1127,MIL,P,0.191,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996," Asher, A",0.589,0.0073,MIL,P,0.012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001," Barnes, J",0.589,0.1672,MIL,P,0.284,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026," Burnes, C",0.589,0.1091,MIL,P,0.185,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032," Cedeno, X",0.589,0.0618,MIL,P,0.105,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100," Hoover, J",0.589,0.0073,MIL,P,0.012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101," Houser, A",0.589,0.0255,MIL,P,0.043,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105," Jeffress, J",0.589,0.2472,MIL,P,0.420,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117," Knebel, C",0.589,0.2000,MIL,P,0.340,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126," Logan, B",0.589,0.0436,MIL,P,0.074,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224," Soria, J",0.589,0.1054,MIL,P,0.179,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267," Zagurski, M",0.589,0.0073,MIL,P,0.012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2," Gibson, K",0.481,0.0030,MIN,P,0.006,1,2,2,2,0,0,0,0,0,0,0,0,1,1,1,2
25," Astudillo, W",0.481,0.0861,MIN,C,0.179,29,93,9,33,4,1,3,21,2,3,0,0,0.355,0.371,0.516,0.887
103," Polanco, J",0.481,0.2286,MIN,SS,0.475,77,302,38,87,18,3,6,42,25,62,7,7,0.288,0.345,0.427,0.773
104," Rosario, E",0.481,0.4097,MIN,LF,0.852,138,559,87,161,31,2,24,77,30,104,8,2,0.288,0.323,0.479,0.803
122," Mauer, J",0.481,0.3771,MIN,1B,0.784,127,486,64,137,27,1,6,48,51,86,0,1,0.282,0.351,0.379,0.729
154," Grossman, R",0.481,0.3830,MIN,RF,0.796,129,396,50,108,27,1,5,48,60,83,0,1,0.273,0.367,0.384,0.751
174," Garver, M",0.481,0.3029,MIN,C,0.630,102,302,38,81,19,2,7,45,29,72,0,0,0.268,0.335,0.414,0.749
192," Cave, J",0.481,0.2702,MIN,CF,0.562,91,283,54,75,16,2,13,45,18,102,2,1,0.265,0.313,0.473,0.786
282," Adrianza, E",0.481,0.3385,MIN,SS,0.704,114,335,42,84,23,1,6,39,24,82,5,1,0.251,0.301,0.379,0.68
326," Petit, G",0.481,0.0772,MIN,SS,0.160,26,61,7,15,2,0,0,3,6,14,3,1,0.246,0.313,0.279,0.592
408," Forsythe, L",0.481,0.3563,MIN,2B,0.741,120,371,37,86,16,0,2,27,41,83,3,0,0.232,0.313,0.291,0.604
418," Austin, T",0.481,0.2049,MIN,1B,0.426,69,244,34,56,10,0,17,47,19,95,1,2,0.23,0.287,0.48,0.767
447," Kepler, M",0.481,0.4632,MIN,RF,0.963,156,532,80,119,30,4,20,58,71,96,4,5,0.224,0.319,0.408,0.727
455," Field, J",0.481,0.2464,MIN,RF,0.512,83,221,28,49,13,0,9,21,7,72,4,0,0.222,0.254,0.403,0.657
491," Gimenez, C",0.481,0.0742,MIN,C,0.154,25,57,7,12,1,0,2,7,6,16,1,0,0.211,0.288,0.333,0.621
547," Sano, M",0.481,0.2108,MIN,3B,0.438,71,266,32,53,14,0,13,41,31,115,0,0,0.199,0.281,0.398,0.679
577," Morrison, L",0.481,0.2821,MIN,1B,0.586,95,318,41,59,13,0,15,39,34,80,1,0,0.186,0.276,0.368,0.644
650," Buxton, B",0.481,0.0831,MIN,CF,0.173,28,90,8,14,4,0,0,4,3,28,5,0,0.156,0.183,0.2,0.383
657," Motter, T",0.481,0.0475,MIN,SS,0.099,16,34,2,5,0,0,1,2,4,8,1,0,0.147,0.237,0.235,0.472
658," Castro, J",0.481,0.0564,MIN,C,0.117,19,63,4,9,3,0,1,3,9,26,0,0,0.143,0.257,0.238,0.495
787," Berrios, J",0.481,0.0059,MIN,P,0.012,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
885," Magill, M",0.481,0.0089,MIN,P,0.019,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
894," Mejia, A",0.481,0.0030,MIN,P,0.006,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
911," Odorizzi, J",0.481,0.0119,MIN,P,0.025,4,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0
933," Romero, F",0.481,0.0030,MIN,P,0.006,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1009," Belisle, M",0.481,0.0059,MIN,P,0.012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057," Drake, O",0.481,0.0386,MIN,P,0.080,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096," Hildenberger, T",0.481,0.0178,MIN,P,0.037,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125," Littell, Z",0.481,0.0030,MIN,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153," Moya, G",0.481,0.0030,MIN,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195," Reed, A",0.481,0.0148,MIN,P,0.031,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202," Rogers, T",0.481,0.0148,MIN,P,0.031,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12," Blevins, J",0.475,0.1759,NYM,P,0.370,60,2,0,1,0,0,0,1,0,1,0,0,0.5,0.5,0.5,1
27," Lagares, J",0.475,0.0880,NYM,CF,0.185,30,59,9,20,1,1,0,6,3,9,3,1,0.339,0.375,0.39,0.765
30," Conlon, P",0.475,0.0088,NYM,P,0.019,3,3,1,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
43," McNeil, J",0.475,0.1847,NYM,2B,0.389,63,225,35,74,11,6,3,19,14,24,7,1,0.329,0.381,0.471,0.852
182," Flores, W",0.475,0.3694,NYM,1B,0.778,126,386,43,103,25,0,11,51,29,42,0,0,0.267,0.319,0.417,0.736
208," Nimmo, B",0.475,0.4105,NYM,CF,0.864,140,433,77,114,28,8,17,47,80,140,9,6,0.263,0.404,0.483,0.886
214," Cespedes, Y",0.475,0.1114,NYM,LF,0.235,38,141,20,37,6,0,9,29,13,50,3,0,0.262,0.325,0.496,0.821
245," Rosario, A",0.475,0.4515,NYM,SS,0.951,154,554,76,142,26,8,9,51,29,119,24,11,0.256,0.295,0.381,0.676
334," Jackson, A",0.475,0.3401,NYM,CF,0.716,116,347,29,85,17,1,3,32,26,133,3,3,0.245,0.299,0.326,0.624
339," Conforto, M",0.475,0.4486,NYM,CF,0.944,153,543,78,132,25,1,28,82,84,159,3,4,0.243,0.35,0.448,0.797
371," Gonzalez, A",0.475,0.1583,NYM,1B,0.333,54,169,15,40,5,0,6,26,15,34,0,0,0.237,0.299,0.373,0.672
446," Smith, D",0.475,0.1642,NYM,1B,0.346,56,143,14,32,11,1,5,11,4,47,0,0,0.224,0.255,0.42,0.675
448," Bruce, J",0.475,0.2756,NYM,RF,0.580,94,319,31,71,18,1,9,37,41,75,2,3,0.223,0.31,0.37,0.68
457," Mesoraco, D",0.475,0.2463,NYM,C,0.519,84,244,24,54,10,0,11,33,25,52,0,0,0.221,0.303,0.398,0.7
485," Frazier, T",0.475,0.3372,NYM,3B,0.710,115,408,54,87,18,0,18,59,48,112,9,4,0.213,0.303,0.39,0.693
496," Plawecki, K",0.475,0.2316,NYM,C,0.488,79,238,33,50,13,2,7,30,28,65,0,1,0.21,0.315,0.37,0.685
498," Guillorme, L",0.475,0.1026,NYM,SS,0.216,35,67,4,14,2,0,0,5,7,3,1,0,0.209,0.284,0.239,0.523
531," D'Arnaud, T",0.475,0.0117,NYM,C,0.025,4,15,1,3,0,0,1,3,1,5,0,0,0.2,0.25,0.4,0.65
554," Wheeler, Z",0.475,0.0792,NYM,P,0.167,27,56,4,11,2,0,0,4,0,21,0,0,0.196,0.193,0.232,0.425
568," Reyes, J",0.475,0.3225,NYM,3B,0.679,110,228,30,43,12,3,4,16,22,39,5,2,0.189,0.26,0.32,0.58
625," Nido, T",0.475,0.0997,NYM,C,0.210,34,84,10,14,3,0,1,9,4,27,0,0,0.167,0.2,0.238,0.438
629," Reinheimer, J",0.475,0.0616,NYM,SS,0.130,21,30,4,5,0,0,0,0,5,9,1,1,0.167,0.286,0.167,0.452
638," DeGrom, J",0.475,0.0880,NYM,P,0.185,30,67,1,11,1,0,0,5,4,25,0,0,0.164,0.211,0.179,0.39
656," Vargas, J",0.475,0.0586,NYM,P,0.123,20,27,2,4,0,0,0,0,1,8,0,0,0.148,0.179,0.148,0.327
660," Evans, P",0.475,0.0440,NYM,3B,0.093,15,21,1,3,0,0,0,1,2,8,1,0,0.143,0.217,0.143,0.36
662," Lobaton, J",0.475,0.0645,NYM,C,0.136,22,49,3,7,2,1,0,4,7,15,0,0,0.143,0.246,0.224,0.47
679," Syndergaard, N",0.475,0.0674,NYM,P,0.142,23,47,0,6,2,0,0,3,1,32,0,0,0.128,0.143,0.17,0.313
704," Matz, S",0.475,0.0850,NYM,P,0.179,29,46,2,5,1,0,2,4,3,13,0,0,0.109,0.163,0.261,0.424
725," Kelly, T",0.475,0.0264,NYM,2B,0.056,9,11,1,1,0,0,0,0,1,2,0,0,0.091,0.167,0.091,0.258
726," Lugo, S",0.475,0.1466,NYM,P,0.309,50,11,1,1,0,0,0,0,1,8,0,0,0.091,0.167,0.091,0.258
780," Bashlor, T",0.475,0.0645,NYM,P,0.136,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
782," Baumann, B",0.475,0.0117,NYM,P,0.025,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784," Beck, C",0.475,0.0293,NYM,P,0.062,10,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
814," Den Dekker, M",0.475,0.0235,NYM,CF,0.049,8,18,0,0,0,0,0,1,2,9,0,0,0,0.095,0,0.095
829," Gagnon, D",0.475,0.0117,NYM,P,0.025,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
844," Gsellman, R",0.475,0.1877,NYM,P,0.395,64,3,1,0,0,0,0,0,0,2,0,0,0,0.25,0,0.25
867," Kaczmarski, K",0.475,0.0117,NYM,RF,0.025,4,4,0,0,0,0,0,0,1,1,0,1,0,0.2,0,0.2
912," Oswalt, C",0.475,0.0440,NYM,P,0.093,15,18,0,0,0,0,0,0,0,10,0,0,0,0,0,0
919," Peterson, T",0.475,0.0557,NYM,P,0.117,19,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
928," Rhame, J",0.475,0.0850,NYM,P,0.179,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
946," Sewald, P",0.475,0.1290,NYM,P,0.272,44,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0
981," Wright, D",0.475,0.0059,NYM,3B,0.012,2,2,0,0,0,0,0,0,1,0,0,0,0,0.333,0,0.333
1007," Bautista, G",0.475,0.0147,NYM,P,0.031,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043," Copeland, S",0.475,0.0029,NYM,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067," Flexen, C",0.475,0.0117,NYM,P,0.025,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089," Hanhold, E",0.475,0.0088,NYM,P,0.019,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192," Ramos, A",0.475,0.0821,NYM,P,0.173,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217," Smith, D",0.475,0.0733,NYM,P,0.154,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232," Swarzak, A",0.475,0.0792,NYM,P,0.167,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249," Wahl, B",0.475,0.0176,NYM,P,0.037,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268," Zamora, D",0.475,0.0440,NYM,P,0.093,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29," Cole, A",0.617,0.0229,NYY,P,0.037,6,3,1,1,0,0,1,1,0,1,0,0,0.333,0.333,1.333,1.667
33," Happ, J",0.617,0.0076,NYY,P,0.012,2,6,2,2,0,0,0,0,1,3,0,0,0.333,0.429,0.333,0.762
45," Voit, L",0.617,0.1790,NYY,1B,0.290,47,143,30,46,5,0,15,36,17,43,0,0,0.322,0.398,0.671,1.069
76," Andujar, M",0.617,0.5675,NYY,3B,0.920,149,573,83,170,47,2,27,92,25,97,2,1,0.297,0.328,0.527,0.855
127," Torreyes, R",0.617,0.1562,NYY,2B,0.253,41,100,9,28,7,1,0,7,2,16,0,0,0.28,0.294,0.37,0.664
130," Judge, A",0.617,0.4266,NYY,RF,0.691,112,413,77,115,22,0,27,67,76,152,6,3,0.278,0.392,0.528,0.919
163," Torres, G",0.617,0.4685,NYY,2B,0.759,123,431,54,117,16,1,24,77,42,122,6,2,0.271,0.34,0.48,0.82
176," Gregorius, D",0.617,0.5104,NYY,SS,0.827,134,504,89,135,23,5,27,86,48,69,10,6,0.268,0.335,0.494,0.829
189," Stanton, G",0.617,0.6018,NYY,LF,0.975,158,617,102,164,34,1,38,100,70,211,5,0,0.266,0.343,0.509,0.852
193," Frazier, C",0.617,0.0571,NYY,LF,0.093,15,34,9,9,3,0,0,1,5,13,0,0,0.265,0.39,0.353,0.743
252," McCutchen, A",0.617,0.5903,NYY,RF,0.957,155,569,83,145,30,3,20,65,95,145,14,9,0.255,0.368,0.424,0.792
310," Hicks, A",0.617,0.5218,NYY,CF,0.846,137,480,90,119,18,3,27,79,90,111,11,2,0.248,0.366,0.467,0.833
319," Hechavarria, A",0.617,0.3580,NYY,SS,0.580,94,296,34,73,11,0,6,31,16,58,2,0,0.247,0.279,0.345,0.624
336," Romine, A",0.617,0.2933,NYY,C,0.475,77,242,30,59,12,0,10,42,17,67,1,0,0.244,0.295,0.417,0.713
378," Gardner, B",0.617,0.5332,NYY,LF,0.864,140,530,95,125,20,7,12,45,65,107,16,2,0.236,0.322,0.368,0.69
403," Urshela, G",0.617,0.0724,NYY,3B,0.117,19,43,7,10,1,0,1,3,2,10,0,0,0.233,0.283,0.326,0.608
464," Walker, N",0.617,0.4304,NYY,1B,0.698,113,347,48,76,12,1,11,46,42,87,0,0,0.219,0.309,0.354,0.664
550," Bird, G",0.617,0.3123,NYY,1B,0.506,82,272,23,54,16,1,11,38,30,78,0,0,0.199,0.286,0.386,0.672
576," Sanchez, G",0.617,0.3390,NYY,C,0.549,89,323,51,60,17,0,18,53,46,94,1,0,0.186,0.291,0.406,0.697
620," Higashioka, K",0.617,0.1105,NYY,C,0.179,29,72,6,12,2,0,3,6,6,16,0,0,0.167,0.241,0.319,0.56
635," Wade, T",0.617,0.1371,NYY,SS,0.222,36,66,8,11,4,0,1,5,4,23,1,0,0.167,0.214,0.273,0.487
666," Robinson, S",0.617,0.0952,NYY,LF,0.154,25,49,8,7,1,0,1,2,4,6,1,0,0.143,0.208,0.224,0.432
788," Betances, D",0.617,0.0190,NYY,P,0.031,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
799," Cessa, L",0.617,0.0038,NYY,P,0.006,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
836," German, D",0.617,0.0076,NYY,P,0.012,2,1,0,0,0,0,0,0,1,1,0,0,0,0.5,0,0.5
843," Gray, S",0.617,0.0038,NYY,P,0.006,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
880," Loaisiga, J",0.617,0.0038,NYY,P,0.006,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
884," Lynn, L",0.617,0.0114,NYY,P,0.019,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
945," Severino, L",0.617,0.0076,NYY,P,0.012,2,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0
962," Tanaka, M",0.617,0.0114,NYY,P,0.019,3,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0
987," Adams, C",0.617,0.0038,NYY,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021," Britton, Z",0.617,0.0190,NYY,P,0.031,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034," Chapman, A",0.617,0.0267,NYY,P,0.043,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081," Green, C",0.617,0.0114,NYY,P,0.019,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098," Holder, J",0.617,0.0229,NYY,P,0.037,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112," Kahnle, T",0.617,0.0076,NYY,P,0.012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119," Kontos, G",0.617,0.0762,NYY,P,0.123,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199," Robertson, D",0.617,0.0152,NYY,P,0.025,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38," Mengden, D",0.599,0.0037,OAK,P,0.006,1,3,1,1,0,0,0,1,0,1,0,0,0.333,0.333,0.333,0.667
79," Martini, N",0.599,0.2034,OAK,LF,0.340,55,152,26,45,9,3,1,19,21,36,0,0,0.296,0.397,0.414,0.811
101," Laureano, R",0.599,0.1775,OAK,RF,0.296,48,156,27,45,12,1,5,19,16,50,7,1,0.288,0.358,0.474,0.832
132," Chapman, M",0.599,0.5361,OAK,3B,0.895,145,547,100,152,42,6,24,68,58,146,1,2,0.278,0.356,0.508,0.864
178," Piscotty, S",0.599,0.5583,OAK,RF,0.932,151,546,78,146,41,0,27,88,42,114,2,0,0.267,0.331,0.491,0.821
183," Lowrie, J",0.599,0.5805,OAK,2B,0.969,157,596,78,159,37,1,23,99,78,128,0,0,0.267,0.353,0.448,0.801
239," Pinder, C",0.599,0.4067,OAK,LF,0.679,110,298,43,77,12,1,13,27,27,88,0,2,0.258,0.332,0.436,0.769
253," Semien, M",0.599,0.5879,OAK,SS,0.981,159,632,89,161,35,2,15,70,61,131,14,6,0.255,0.318,0.388,0.706
285," Anderson, B",0.599,0.0074,OAK,P,0.012,2,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
302," Canha, M",0.599,0.4511,OAK,CF,0.753,122,365,60,91,22,0,17,52,34,88,1,2,0.249,0.328,0.449,0.778
320," Olson, M",0.599,0.5990,OAK,1B,1.000,162,580,85,143,33,0,29,84,70,163,2,1,0.247,0.335,0.453,0.788
321," Davis, K",0.599,0.5583,OAK,LF,0.932,151,576,98,142,28,1,48,123,59,175,0,0,0.247,0.326,0.549,0.874
348," Lucroy, J",0.599,0.4659,OAK,C,0.778,126,415,41,100,21,1,4,51,29,65,0,0,0.241,0.291,0.325,0.617
397," Barreto, F",0.599,0.1183,OAK,2B,0.198,32,73,10,17,4,0,5,16,1,29,0,0,0.233,0.253,0.493,0.746
445," Fowler, D",0.599,0.2551,OAK,CF,0.426,69,192,19,43,3,2,6,23,8,47,6,4,0.224,0.256,0.354,0.61
504," Joyce, M",0.599,0.3069,OAK,LF,0.512,83,207,34,43,9,0,7,15,35,53,0,2,0.208,0.322,0.353,0.675
519," Phegley, J",0.599,0.1442,OAK,C,0.241,39,93,13,19,7,0,2,15,6,27,0,0,0.204,0.255,0.344,0.599
536," Manaea, S",0.599,0.0111,OAK,P,0.019,3,5,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4
545," Taylor, B",0.599,0.0259,OAK,C,0.043,7,5,0,1,1,0,0,0,1,2,0,0,0.2,0.333,0.4,0.733
586," Maxwell, B",0.599,0.0666,OAK,C,0.111,18,55,5,10,4,0,1,6,2,13,0,0,0.182,0.207,0.309,0.516
627," Powell, B",0.599,0.0259,OAK,CF,0.043,7,24,3,4,1,1,0,0,1,6,1,1,0.167,0.2,0.292,0.492
678," Smolinski, J",0.599,0.0703,OAK,CF,0.117,19,39,2,5,1,1,0,2,1,10,1,0,0.128,0.171,0.205,0.376
789," Blackburn, P",0.599,0.0037,OAK,P,0.006,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862," Jackson, E",0.599,0.0037,OAK,P,0.006,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868," Kelley, S",0.599,0.1183,OAK,P,0.198,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
902," Montas, F",0.599,0.0074,OAK,P,0.012,2,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0
1012," Bleich, J",0.599,0.0037,OAK,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023," Buchter, R",0.599,0.0074,OAK,P,0.012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045," Coulombe, D",0.599,0.0037,OAK,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058," Dull, R",0.599,0.0037,OAK,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
